,2024.SB.Missouri,2024.SB.Washington,2024.SB.Indiana,2024.SB.Omaha
2024.SB.Missouri,0.0,0.8354583082140172,0.9784519493939448,0.9856560022007712
2024.SB.Washington,0.16454169178598277,0.0,0.8698603509443066,0.946664569375221
2024.SB.Indiana,0.02154805060605523,0.13013964905569347,0.0,0.8203538902491272
2024.SB.Omaha,0.014343997799228805,0.053335430624779,0.17964610975087283,0.0
