,2024.SB.Louisiana,2024.SB.Baylor,2024.SB.OleMiss,2024.SB.Princeton
2024.SB.Louisiana,0.0,0.5243129190622254,0.22597881210436555,0.9828821412751784
2024.SB.Baylor,0.4756870809377746,0.0,0.21039484423098104,0.9799303045127887
2024.SB.OleMiss,0.7740211878956345,0.7896051557690189,0.0,0.9964544421891649
2024.SB.Princeton,0.017117858724821623,0.020069695487211305,0.003545557810835065,0.0
