,2023.SB.LSU,2023.SB.Louisiana,2023.SB.Omaha,2023.SB.PrairieView
2023.SB.LSU,0.0,0.8718114176741638,0.9930671199387658,0.9999945617723245
2023.SB.Louisiana,0.12818858232583616,0.0,0.93445847253548,0.999561378709587
2023.SB.Omaha,0.006932880061234199,0.06554152746452,0.0,0.9491393377318587
2023.SB.PrairieView,5.438227675499976e-06,0.0004386212904130353,0.05086066226814129,0.0
