,2022.SB.Duke,2022.SB.Georgia,2022.SB.Liberty,2022.SB.UMBC
2022.SB.Duke,0.0,0.7509989870439066,0.9611714831318783,0.9899995152834192
2022.SB.Georgia,0.2490010129560934,0.0,0.9177502222283724,0.9811591801925004
2022.SB.Liberty,0.038828516868121665,0.08224977777162756,0.0,0.7586953640151616
2022.SB.UMBC,0.01000048471658076,0.018840819807499617,0.24130463598483845,0.0
