,2023.SB.Georgia,2023.SB.VirginiaTech,2023.SB.BostonU,2023.SB.NCCentral
2023.SB.Georgia,0.0,0.9883088035531046,0.8992261350864353,0.9999999999999999
2023.SB.VirginiaTech,0.011691196446895443,0.0,0.34964396213237037,0.9999999999980266
2023.SB.BostonU,0.10077386491356467,0.6503560378676295,0.0,0.9999999990723513
2023.SB.NCCentral,1.496068593000116e-16,1.9733548567992306e-12,9.276487124527682e-10,0.0
