,2023.SB.OklahomaSt,2023.SB.WichitaSt,2023.SB.Nebraska,2023.SB.UMBC
2023.SB.OklahomaSt,0.0,0.43824219158834704,0.8266767363989007,0.7930559066678546
2023.SB.WichitaSt,0.561757808411653,0.0,0.870497304929353,0.8387383516023889
2023.SB.Nebraska,0.17332326360109926,0.129502695070647,0.0,0.4764414084165646
2023.SB.UMBC,0.20694409333214528,0.16126164839761112,0.5235585915834354,0.0
