,2024.SB.Stanford,2024.SB.MississippiSt,2024.SB.CalStFullerton,2024.SB.SaintMary's-CA
2024.SB.Stanford,0.0,0.5971397131157608,0.7985518426384314,0.95394742340386
2024.SB.MississippiSt,0.40286028688423925,0.0,0.7934162614441995,0.9716983075597222
2024.SB.CalStFullerton,0.2014481573615686,0.20658373855580045,0.0,0.7938874856225686
2024.SB.SaintMary's-CA,0.046052576596139976,0.0283016924402778,0.20611251437743142,0.0
