,2023.SB.Duke,2023.SB.Charlotte,2023.SB.Campbell,2023.SB.GeorgeMason
2023.SB.Duke,0.0,0.977986295830681,0.9949769236027015,0.9976913391546424
2023.SB.Charlotte,0.022013704169319036,0.0,0.8037822572712059,0.8696982118829175
2023.SB.Campbell,0.005023076397298531,0.19621774272879414,0.0,0.5985685355654263
2023.SB.GeorgeMason,0.002308660845357565,0.13030178811708254,0.40143146443457367,0.0
