,2024.SB.Duke,2024.SB.SouthCarolina,2024.SB.Utah,2024.SB.MorganSt
2024.SB.Duke,0.0,0.6884473600076925,0.9278624260926319,0.9998243931055983
2024.SB.SouthCarolina,0.31155263999230765,0.0,0.7899801798410591,0.9963505227711632
2024.SB.Utah,0.07213757390736814,0.21001982015894088,0.0,0.9892820979194966
2024.SB.MorganSt,0.0001756068944017603,0.0036494772288368227,0.010717902080503385,0.0
