,2022.SB.FloridaSt,2022.SB.MississippiSt,2022.SB.SouthFla,2022.SB.Howard
2022.SB.FloridaSt,0.0,0.9908575707786831,0.678435041880939,0.9999927666949661
2022.SB.MississippiSt,0.009142429221316924,0.0,0.0954425839051689,0.9547551866053988
2022.SB.SouthFla,0.321564958119061,0.9045574160948312,0.0,0.9961863501394679
2022.SB.Howard,7.233305033952168e-06,0.04524481339460117,0.0038136498605321873,0.0
