,2024.SB.UCLA,2024.SB.VirginiaTech,2024.SB.SanDiegoSt,2024.SB.GrandCanyon
2024.SB.UCLA,0.0,0.35478559790347053,0.900844400163688,0.9275430298162733
2024.SB.VirginiaTech,0.6452144020965295,0.0,0.9612152190245655,0.975157493099868
2024.SB.SanDiegoSt,0.0991555998363119,0.03878478097543444,0.0,0.5577141550575466
2024.SB.GrandCanyon,0.0724569701837266,0.02484250690013205,0.44228584494245327,0.0
