,2022.SB.VirginiaTech,2022.SB.Kentucky,2022.SB.Miami-OH,2022.SB.SaintFrancis
2022.SB.VirginiaTech,0.0,0.990735355547302,0.9856128346856285,0.9668014441016324
2022.SB.Kentucky,0.009264644452698008,0.0,0.5232703550855885,0.5110236949512214
2022.SB.Miami-OH,0.014387165314371416,0.4767296449144115,0.0,0.4922343329588592
2022.SB.SaintFrancis,0.03319855589836771,0.4889763050487786,0.5077656670411408,0.0
