,2022.SB.Alabama,2022.SB.Stanford,2022.SB.MurraySt,2022.SB.Chattanooga
2022.SB.Alabama,0.0,0.6260616859916515,0.6034501804824866,0.9857886463000135
2022.SB.Stanford,0.3739383140083484,0.0,0.4742953128806493,0.9357503458074033
2022.SB.MurraySt,0.3965498195175135,0.5257046871193507,0.0,0.9531006289218674
2022.SB.Chattanooga,0.014211353699986542,0.06424965419259668,0.04689937107813259,0.0
