,2024.SB.FloridaSt,2024.SB.Auburn,2024.SB.UCF,2024.SB.Chattanooga
2024.SB.FloridaSt,0.0,0.8655917486565657,0.7420868644383889,0.9054209488238465
2024.SB.Auburn,0.13440825134343418,0.0,0.35311140083361114,0.5240374459890822
2024.SB.UCF,0.2579131355616111,0.6468885991663887,0.0,0.6845204452643849
2024.SB.Chattanooga,0.0945790511761535,0.47596255401091775,0.3154795547356151,0.0
