,2022.SB.Arkansas,2022.SB.Oregon,2022.SB.WichitaSt,2022.SB.Princeton
2022.SB.Arkansas,0.0,0.9272091081196929,0.9936425578288789,0.999999001770504
2022.SB.Oregon,0.07279089188030709,0.0,0.7693294693873144,0.9996101451965645
2022.SB.WichitaSt,0.0063574421711210605,0.2306705306126856,0.0,0.999927582027589
2022.SB.Princeton,9.982294958795022e-07,0.0003898548034354567,7.241797241097601e-05,0.0
