,2022.SB.OklahomaSt,2022.SB.Nebraska,2022.SB.NorthTexas,2022.SB.Fordham
2022.SB.OklahomaSt,0.0,0.8551755958628231,0.9397911715962861,0.9943921879737675
2022.SB.Nebraska,0.14482440413717687,0.0,0.7260197708118927,0.966909634982491
2022.SB.NorthTexas,0.0602088284037139,0.27398022918810727,0.0,0.9039624897747109
2022.SB.Fordham,0.005607812026232476,0.03309036501750896,0.09603751022528909,0.0
