,2024.SB.Louisiana,2024.SB.Baylor,2024.SB.OleMiss,2024.SB.Princeton
2024.SB.Louisiana,0.0,0.7815685293284731,0.7358105652569762,0.8147891325047051
2024.SB.Baylor,0.21843147067152688,0.0,0.4395364688342022,0.5337030128954388
2024.SB.OleMiss,0.2641894347430238,0.5604635311657977,0.0,0.596333623832284
2024.SB.Princeton,0.18521086749529486,0.46629698710456136,0.40366637616771595,0.0
