,2024.SB.Duke,2024.SB.SouthCarolina,2024.SB.Utah,2024.SB.MorganSt
2024.SB.Duke,0.0,0.9062442997070413,0.9980552280190116,0.9999997313335687
2024.SB.SouthCarolina,0.09375570029295861,0.0,0.8622844461597099,0.9981041679129368
2024.SB.Utah,0.0019447719809883774,0.13771555384029008,0.0,0.9949944269900883
2024.SB.MorganSt,2.6866643122852044e-07,0.0018958320870632384,0.005005573009911663,0.0
