,2023.SB.Texas,2023.SB.TexasA&M,2023.SB.TexasSt,2023.SB.SetonHall
2023.SB.Texas,0.0,0.8797662940452746,0.9746675248164115,0.999489365017909
2023.SB.TexasA&M,0.12023370595472538,0.0,0.8240617297081934,0.9653376588243967
2023.SB.TexasSt,0.025332475183588554,0.17593827029180667,0.0,0.6973142185385456
2023.SB.SetonHall,0.0005106349820910364,0.0346623411756032,0.30268578146145436,0.0
