,2022.SB.UCLA,2022.SB.OleMiss,2022.SB.LMU-CA,2022.SB.GrandCanyon
2022.SB.UCLA,0.0,0.9132150641003182,0.8262440225315316,0.8593007149818677
2022.SB.OleMiss,0.08678493589968185,0.0,0.32940144464130466,0.3415882541643964
2022.SB.LMU-CA,0.17375597746846844,0.6705985553586953,0.0,0.527454160431112
2022.SB.GrandCanyon,0.14069928501813228,0.6584117458356036,0.47254583956888796,0.0
