,2023.SB.FloridaSt,2023.SB.SouthCarolina,2023.SB.UCF,2023.SB.Marist
2023.SB.FloridaSt,0.0,0.7751274413377358,0.7918246233687787,0.8884585403416175
2023.SB.SouthCarolina,0.2248725586622642,0.0,0.5212180338313982,0.6718581800707304
2023.SB.UCF,0.20817537663122132,0.4787819661686018,0.0,0.6528378223012894
2023.SB.Marist,0.1115414596583824,0.32814181992926966,0.34716217769871066,0.0
