,2022.SB.Washington,2022.SB.Texas,2022.SB.WeberSt,2022.SB.Lehigh
2022.SB.Washington,0.0,0.8893457406874561,0.9930704931540724,0.999994824501809
2022.SB.Texas,0.11065425931254394,0.0,0.9431025849303073,0.9999464313973662
2022.SB.WeberSt,0.006929506845927695,0.056897415069692724,0.0,0.9906513506223013
2022.SB.Lehigh,5.175498190950883e-06,5.3568602633771735e-05,0.009348649377698703,0.0
