,2022.SB.Northwestern,2022.SB.NotreDame,2022.SB.McNeese,2022.SB.Oakland
2022.SB.Northwestern,0.0,0.30048290766229757,0.9373682646235627,0.9892304486446065
2022.SB.NotreDame,0.6995170923377024,0.0,0.9747983967986643,0.996009456755152
2022.SB.McNeese,0.06263173537643721,0.025201603201335646,0.0,0.8234484460127324
2022.SB.Oakland,0.010769551355393418,0.0039905432448481045,0.1765515539872676,0.0
