,2023.SB.Alabama,2023.SB.CentralArk,2023.SB.MiddleTenn,2023.SB.LIU
2023.SB.Alabama,0.0,0.3400983873660432,0.860038709443451,0.9708553315321686
2023.SB.CentralArk,0.6599016126339567,0.0,0.9120165553834032,0.9779244171292758
2023.SB.MiddleTenn,0.13996129055654913,0.08798344461659673,0.0,0.8534917404022676
2023.SB.LIU,0.02914466846783134,0.022075582870724218,0.14650825959773245,0.0
