,2023.SB.Tennessee,2023.SB.Indiana,2023.SB.Louisville,2023.SB.NorthernKy
2023.SB.Tennessee,0.0,0.9892720875338546,0.9890537166787501,0.9999979069898802
2023.SB.Indiana,0.010727912466145371,0.0,0.5055785589958514,0.9992215950122247
2023.SB.Louisville,0.010946283321249901,0.49442144100414853,0.0,0.9991179631393041
2023.SB.NorthernKy,2.0930101197745194e-06,0.0007784049877752727,0.0008820368606958634,0.0
