,2022.SB.Oklahoma,2022.SB.TexasA&M,2022.SB.Minnesota,2022.SB.PrairieView
2022.SB.Oklahoma,0.0,0.9943012136952518,0.9999679257284732,0.9999999999867858
2022.SB.TexasA&M,0.005698786304748217,0.0,0.9557725020979045,0.9999989274708524
2022.SB.Minnesota,3.207427152683407e-05,0.04422749790209542,0.0,0.9992852131786347
2022.SB.PrairieView,1.321429691333762e-11,1.0725291475845616e-06,0.0007147868213653337,0.0
