,2024.SB.TexasA&M,2024.SB.TexasSt,2024.SB.PennSt,2024.SB.UAlbany
2024.SB.TexasA&M,0.0,0.9025187392887482,0.9996287484481511,0.999944489983813
2024.SB.TexasSt,0.09748126071125186,0.0,0.9452789837898581,0.9787941826755389
2024.SB.PennSt,0.00037125155184901393,0.05472101621014187,0.0,0.7312377108367102
2024.SB.UAlbany,5.551001618704125e-05,0.0212058173244612,0.26876228916328987,0.0
