,2023.SB.FloridaSt,2023.SB.SouthCarolina,2023.SB.UCF,2023.SB.Marist
2023.SB.FloridaSt,0.0,0.4477031817103821,0.9499227396824859,0.9958689631675294
2023.SB.SouthCarolina,0.5522968182896179,0.0,0.9560888800454065,0.9961500793796644
2023.SB.UCF,0.050077260317514215,0.04391111995459358,0.0,0.8576527248817682
2023.SB.Marist,0.004131036832470625,0.0038499206203355695,0.14234727511823178,0.0
