,2024.SB.Alabama,2024.SB.Clemson,2024.SB.SoutheasternLa,2024.SB.USCUpstate
2024.SB.Alabama,0.0,0.29772070245327703,0.25974373725618216,0.4939600786844642
2024.SB.Clemson,0.702279297546723,0.0,0.4366004469147785,0.7122291258167904
2024.SB.SoutheasternLa,0.7402562627438178,0.5633995530852214,0.0,0.7526456219290818
2024.SB.USCUpstate,0.5060399213155359,0.2877708741832095,0.24735437807091817,0.0
