,2024.SB.Texas,2024.SB.Northwestern,2024.SB.SaintFrancis-PA,2024.SB.Siena
2024.SB.Texas,0.0,0.9501446001623063,0.9889812518981835,0.9999577105967744
2024.SB.Northwestern,0.04985539983769365,0.0,0.7920502518614266,0.9861333282187787
2024.SB.SaintFrancis-PA,0.011018748101816377,0.2079497481385733,0.0,0.890554348749103
2024.SB.Siena,4.228940322560423e-05,0.013866671781221265,0.10944565125089693,0.0
