,2023.SB.Washington,2023.SB.Minnesota,2023.SB.McNeese,2023.SB.NorthernColo
2023.SB.Washington,0.0,0.9331429868815218,0.9554266624447064,0.9999999998203751
2023.SB.Minnesota,0.06685701311847826,0.0,0.6808533946651745,0.9999929979082122
2023.SB.McNeese,0.04457333755529357,0.3191466053348255,0.0,0.998507882825064
2023.SB.NorthernColo,1.7962492864414185e-10,7.002091787901406e-06,0.0014921171749360358,0.0
