,2023.SB.Stanford,2023.SB.Florida,2023.SB.LMU-CA,2023.SB.LongBeachSt
2023.SB.Stanford,0.0,0.6591181325550767,0.9939659902744553,0.99120497609013
2023.SB.Florida,0.3408818674449233,0.0,0.9969228344854699,0.9951011248825916
2023.SB.LMU-CA,0.006034009725544728,0.003077165514530013,0.0,0.5172690007535596
2023.SB.LongBeachSt,0.008795023909869984,0.004898875117408467,0.48273099924644036,0.0
