,2024.SB.Louisiana,2024.SB.Baylor,2024.SB.OleMiss,2024.SB.Princeton
2024.SB.Louisiana,0.0,0.7400342494474883,0.4866484374761053,0.9998572275370041
2024.SB.Baylor,0.2599657505525117,0.0,0.27044112924700103,0.9963651581793607
2024.SB.OleMiss,0.5133515625238947,0.729558870752999,0.0,0.9994979013960161
2024.SB.Princeton,0.00014277246299591512,0.0036348418206392868,0.0005020986039839311,0.0
