,2023.SB.Arkansas,2023.SB.Oregon,2023.SB.NotreDame,2023.SB.Harvard
2023.SB.Arkansas,0.0,0.600105965057975,0.6950573828422001,0.6499146991953523
2023.SB.Oregon,0.39989403494202497,0.0,0.5972103696167192,0.5557351859439619
2023.SB.NotreDame,0.3049426171577999,0.40278963038328075,0.0,0.46353244293179463
2023.SB.Harvard,0.35008530080464767,0.4442648140560381,0.5364675570682054,0.0
