,2023.SB.Alabama,2023.SB.CentralArk,2023.SB.MiddleTenn,2023.SB.LIU
2023.SB.Alabama,0.0,0.3363208151246555,0.5920420820628514,0.7532976785533857
2023.SB.CentralArk,0.6636791848753446,0.0,0.7436112384571653,0.8507186839059939
2023.SB.MiddleTenn,0.40795791793714864,0.2563887615428348,0.0,0.6884175918642782
2023.SB.LIU,0.2467023214466143,0.14928131609400602,0.3115824081357218,0.0
