,2022.SB.UCLA,2022.SB.OleMiss,2022.SB.LMU-CA,2022.SB.GrandCanyon
2022.SB.UCLA,0.0,0.9102736754001945,0.9885252743446229,0.9983648911550267
2022.SB.OleMiss,0.08972632459980542,0.0,0.8811333273169301,0.965329292231492
2022.SB.LMU-CA,0.011474725655377107,0.11886667268307,0.0,0.7042827320372979
2022.SB.GrandCanyon,0.001635108844973329,0.03467070776850798,0.29571726796270204,0.0
