,2023.SB.Oklahoma,2023.SB.California,2023.SB.Missouri,2023.SB.Hofstra
2023.SB.Oklahoma,0.0,0.9969602428712919,0.9928910973693271,0.9988353541707067
2023.SB.California,0.003039757128708099,0.0,0.42113965149086624,0.7032617537966718
2023.SB.Missouri,0.007108902630672868,0.5788603485091337,0.0,0.7560379901723575
2023.SB.Hofstra,0.0011646458292933616,0.2967382462033283,0.24396200982764252,0.0
