,2024.SB.Oklahoma,2024.SB.Oregon,2024.SB.BostonU,2024.SB.ClevelandSt
2024.SB.Oklahoma,0.0,0.9446887001564922,0.47226045786062537,0.9948572519706934
2024.SB.Oregon,0.055311299843507813,0.0,0.07298379944921557,0.8663930075028073
2024.SB.BostonU,0.5277395421393747,0.9270162005507845,0.0,0.9889665659918188
2024.SB.ClevelandSt,0.005142748029306536,0.1336069924971926,0.01103343400818129,0.0
