,2023.SB.Duke,2023.SB.Charlotte,2023.SB.Campbell,2023.SB.GeorgeMason
2023.SB.Duke,0.0,0.9249680079979532,0.960396362798996,0.9764817170021397
2023.SB.Charlotte,0.07503199200204673,0.0,0.6700678064557103,0.7486502021611903
2023.SB.Campbell,0.03960363720100405,0.32993219354428965,0.0,0.5843907092967546
2023.SB.GeorgeMason,0.02351828299786035,0.2513497978388097,0.41560929070324537,0.0
