,2022.SB.Oklahoma,2022.SB.TexasA&M,2022.SB.Minnesota,2022.SB.PrairieView
2022.SB.Oklahoma,0.0,0.9980132567247426,0.9997458266746656,0.9999488605803346
2022.SB.TexasA&M,0.001986743275257422,0.0,0.7352189598384588,0.8346234943223289
2022.SB.Minnesota,0.0002541733253343682,0.2647810401615413,0.0,0.6310722448363176
2022.SB.PrairieView,5.1139419665386385e-05,0.1653765056776711,0.3689277551636824,0.0
