,2023.SB.Georgia,2023.SB.VirginiaTech,2023.SB.BostonU,2023.SB.NCCentral
2023.SB.Georgia,0.0,0.9185940388513479,0.32353243693655187,0.9999998982320358
2023.SB.VirginiaTech,0.08140596114865205,0.0,0.048614827335659784,0.9999953103820051
2023.SB.BostonU,0.676467563063448,0.9513851726643402,0.0,0.9999995549681944
2023.SB.NCCentral,1.0176796416968368e-07,4.689617994932348e-06,4.450318056070349e-07,0.0
