,2023.SB.Clemson,2023.SB.Auburn,2023.SB.CalStFullerton,2023.SB.UNCGreensboro
2023.SB.Clemson,0.0,0.6146632549167871,0.9900787648171315,0.9993997746395443
2023.SB.Auburn,0.3853367450832129,0.0,0.9861123915122295,0.9990005513618587
2023.SB.CalStFullerton,0.00992123518286846,0.013887608487770497,0.0,0.5525386870994485
2023.SB.UNCGreensboro,0.0006002253604557241,0.0009994486381413362,0.44746131290055147,0.0
