,2024.SB.Stanford,2024.SB.MississippiSt,2024.SB.CalStFullerton,2024.SB.SaintMary's-CA
2024.SB.Stanford,0.0,0.5917006324007311,0.6548679087628055,0.7867310507254921
2024.SB.MississippiSt,0.40829936759926894,0.0,0.5858615639134173,0.7440442627897772
2024.SB.CalStFullerton,0.3451320912371945,0.41413843608658274,0.0,0.6485122830380058
2024.SB.SaintMary's-CA,0.21326894927450793,0.2559557372102228,0.3514877169619942,0.0
