,2024.SB.Georgia,2024.SB.Charlotte,2024.SB.Liberty,2024.SB.UNCW
2024.SB.Georgia,0.0,0.9722085954385188,0.9953319621539631,0.9946496535078501
2024.SB.Charlotte,0.027791404561481315,0.0,0.7881153775244283,0.8230568209529731
2024.SB.Liberty,0.004668037846036854,0.2118846224755717,0.0,0.5789495590051746
2024.SB.UNCW,0.005350346492149938,0.17694317904702694,0.4210504409948253,0.0
