,2024.SB.Oklahoma,2024.SB.Oregon,2024.SB.BostonU,2024.SB.ClevelandSt
2024.SB.Oklahoma,0.0,0.9984943447988485,0.5984971025920326,0.9999999894704331
2024.SB.Oregon,0.0015056552011515727,0.0,0.020357566191948968,0.9977700182769339
2024.SB.BostonU,0.40150289740796746,0.979642433808051,0.0,0.9999715133305306
2024.SB.ClevelandSt,1.0529566883976779e-08,0.0022299817230660795,2.848666946942195e-05,0.0
