,2024.SB.Georgia,2024.SB.Charlotte,2024.SB.Liberty,2024.SB.UNCW
2024.SB.Georgia,0.0,0.8331876606154967,0.9673669104320828,0.943501872576904
2024.SB.Charlotte,0.16681233938450335,0.0,0.8266449524446585,0.7935691782136235
2024.SB.Liberty,0.03263308956791728,0.17335504755534148,0.0,0.5074243564756061
2024.SB.UNCW,0.0564981274230961,0.20643082178637645,0.4925756435243939,0.0
