,2022.SB.Tennessee,2022.SB.OhioSt,2022.SB.OregonSt,2022.SB.Campbell
2022.SB.Tennessee,0.0,0.8454493692059489,0.5127961513250446,0.8830520782816168
2022.SB.OhioSt,0.1545506307940511,0.0,0.20962312231081404,0.6452616670322735
2022.SB.OregonSt,0.48720384867495536,0.790376877689186,0.0,0.8345707906987749
2022.SB.Campbell,0.11694792171838317,0.35473833296772644,0.1654292093012251,0.0
