,2023.SB.Arkansas,2023.SB.Oregon,2023.SB.NotreDame,2023.SB.Harvard
2023.SB.Arkansas,0.0,0.6428021113774613,0.9225686103904053,0.997847317086782
2023.SB.Oregon,0.35719788862253854,0.0,0.8554765882619048,0.9948895234071101
2023.SB.NotreDame,0.07743138960959468,0.14452341173809513,0.0,0.9674076004211437
2023.SB.Harvard,0.0021526829132180684,0.0051104765928899005,0.0325923995788562,0.0
