,2023.SB.Utah,2023.SB.Baylor,2023.SB.OleMiss,2023.SB.SouthernIll
2023.SB.Utah,0.0,0.5561925044262191,0.8359175713239765,0.9324533774744966
2023.SB.Baylor,0.44380749557378085,0.0,0.7672213996804577,0.8777462816409244
2023.SB.OleMiss,0.16408242867602343,0.2327786003195423,0.0,0.6415705099987432
2023.SB.SouthernIll,0.06754662252550338,0.12225371835907556,0.3584294900012569,0.0
