,2024.SB.Alabama,2024.SB.Clemson,2024.SB.SoutheasternLa,2024.SB.USCUpstate
2024.SB.Alabama,0.0,0.4785147525919836,0.7916802537537126,0.9878901660623451
2024.SB.Clemson,0.5214852474080165,0.0,0.8696581709439469,0.9989353406758626
2024.SB.SoutheasternLa,0.20831974624628735,0.13034182905605307,0.0,0.9508826154453687
2024.SB.USCUpstate,0.012109833937654827,0.0010646593241373636,0.049117384554631376,0.0
