,2022.SB.ArizonaSt,2022.SB.LSU,2022.SB.SanDiegoSt,2022.SB.CalStFullerton
2022.SB.ArizonaSt,0.0,0.7374837291623874,0.9704817877099735,0.9996725272805334
2022.SB.LSU,0.2625162708376127,0.0,0.9157254281227095,0.9983453885556037
2022.SB.SanDiegoSt,0.029518212290026484,0.08427457187729047,0.0,0.9331833557042655
2022.SB.CalStFullerton,0.0003274727194666717,0.0016546114443963303,0.06681664429573454,0.0
