,2022.SB.Tennessee,2022.SB.OhioSt,2022.SB.OregonSt,2022.SB.Campbell
2022.SB.Tennessee,0.0,0.635526954528692,0.46907272444616377,0.679718576776333
2022.SB.OhioSt,0.36447304547130804,0.0,0.34855705767026585,0.561542115193716
2022.SB.OregonSt,0.5309272755538362,0.6514429423297341,0.0,0.6883869971442098
2022.SB.Campbell,0.32028142322366704,0.43845788480628395,0.3116130028557902,0.0
