,2024.SB.OklahomaSt,2024.SB.Kentucky,2024.SB.Michigan,2024.SB.NorthernColo
2024.SB.OklahomaSt,0.0,0.6849556105292849,0.8948010725254605,0.9993548538045524
2024.SB.Kentucky,0.3150443894707152,0.0,0.7816876817569177,0.9967166420633454
2024.SB.Michigan,0.10519892747453953,0.21831231824308225,0.0,0.9759333716137395
2024.SB.NorthernColo,0.0006451461954476589,0.0032833579366545124,0.02406662838626052,0.0
