,2022.SB.VirginiaTech,2022.SB.Kentucky,2022.SB.Miami-OH,2022.SB.SaintFrancis
2022.SB.VirginiaTech,0.0,0.8193277614145473,0.7706226881636176,0.7048768073853293
2022.SB.Kentucky,0.18067223858545264,0.0,0.4373393220642074,0.38517511846463515
2022.SB.Miami-OH,0.22937731183638252,0.5626606779357927,0.0,0.4426612074052927
2022.SB.SaintFrancis,0.2951231926146706,0.6148248815353649,0.5573387925947072,0.0
