,2022.SB.OklahomaSt,2022.SB.Nebraska,2022.SB.NorthTexas,2022.SB.Fordham
2022.SB.OklahomaSt,0.0,0.9643130811654202,0.990837570969266,0.9997884205480935
2022.SB.Nebraska,0.03568691883457973,0.0,0.793363740245531,0.9934195692055082
2022.SB.NorthTexas,0.009162429030734007,0.20663625975446903,0.0,0.9597642742429014
2022.SB.Fordham,0.00021157945190658433,0.006580430794491784,0.04023572575709847,0.0
