,2023.SB.Duke,2023.SB.Charlotte,2023.SB.Campbell,2023.SB.GeorgeMason
2023.SB.Duke,0.0,0.8940230042366973,0.9418223559008447,0.9457747272167764
2023.SB.Charlotte,0.10597699576330256,0.0,0.6800100987569987,0.6948125951141069
2023.SB.Campbell,0.058177644099155205,0.31998990124300136,0.0,0.5159280658112334
2023.SB.GeorgeMason,0.054225272783223685,0.30518740488589313,0.4840719341887666,0.0
