,2024.SB.TexasA&M,2024.SB.TexasSt,2024.SB.PennSt,2024.SB.UAlbany
2024.SB.TexasA&M,0.0,0.8988863051529313,0.9894550749519859,0.9976838088608263
2024.SB.TexasSt,0.10111369484706868,0.0,0.816969494849708,0.9219157083659967
2024.SB.PennSt,0.010544925048014022,0.18303050515029204,0.0,0.7262568714031774
2024.SB.UAlbany,0.0023161911391737216,0.07808429163400336,0.27374312859682265,0.0
