,2024.SB.Missouri,2024.SB.Washington,2024.SB.Indiana,2024.SB.Omaha
2024.SB.Missouri,0.0,0.7839449052842778,0.9413209611449148,0.9778251415936047
2024.SB.Washington,0.21605509471572223,0.0,0.7914218909208985,0.9288067588816347
2024.SB.Indiana,0.05867903885508517,0.2085781090791015,0.0,0.815131442345983
2024.SB.Omaha,0.02217485840639529,0.07119324111836535,0.184868557654017,0.0
