,2022.SB.ArizonaSt,2022.SB.LSU,2022.SB.SanDiegoSt,2022.SB.CalStFullerton
2022.SB.ArizonaSt,0.0,0.8629289023271677,0.8556725595577214,0.9964263820923683
2022.SB.LSU,0.13707109767283238,0.0,0.537349477904354,0.9456202037981639
2022.SB.SanDiegoSt,0.14432744044227871,0.4626505220956461,0.0,0.9082534093334445
2022.SB.CalStFullerton,0.0035736179076316654,0.05437979620183609,0.09174659066655556,0.0
