,2023.SB.UCLA,2023.SB.Liberty,2023.SB.SanDiegoSt,2023.SB.GrandCanyon
2023.SB.UCLA,0.0,0.9904695131271162,0.9935623473328692,0.9872051136836693
2023.SB.Liberty,0.009530486872883815,0.0,0.5120150174510878,0.38884542819051504
2023.SB.SanDiegoSt,0.006437652667130745,0.48798498254891226,0.0,0.3712752242495966
2023.SB.GrandCanyon,0.012794886316330682,0.611154571809485,0.6287247757504035,0.0
