,2023.SB.Utah,2023.SB.Baylor,2023.SB.OleMiss,2023.SB.SouthernIll
2023.SB.Utah,0.0,0.5638629137614856,0.6330593160416341,0.9955813100075223
2023.SB.Baylor,0.4361370862385144,0.0,0.5717015313103093,0.9913101855272122
2023.SB.OleMiss,0.36694068395836577,0.4282984686896907,0.0,0.9820218937880597
2023.SB.SouthernIll,0.004418689992477663,0.008689814472787818,0.017978106211940275,0.0
