,2022.SB.ArizonaSt,2022.SB.LSU,2022.SB.SanDiegoSt,2022.SB.CalStFullerton
2022.SB.ArizonaSt,0.0,0.7282504489136118,0.665662128274179,0.8778179562214745
2022.SB.LSU,0.27174955108638826,0.0,0.44445907069689244,0.7165600512703686
2022.SB.SanDiegoSt,0.33433787172582086,0.5555409293031076,0.0,0.7487414749193725
2022.SB.CalStFullerton,0.12218204377852546,0.28343994872963146,0.25125852508062757,0.0
