,2024.SB.Georgia,2024.SB.Charlotte,2024.SB.Liberty,2024.SB.UNCW
2024.SB.Georgia,0.0,0.5812263506597892,0.7922417075481298,0.6738360573246351
2024.SB.Charlotte,0.4187736493402109,0.0,0.7302974942061473,0.6055892174466938
2024.SB.Liberty,0.20775829245187008,0.2697025057938528,0.0,0.38762376866393866
2024.SB.UNCW,0.3261639426753649,0.39441078255330625,0.6123762313360613,0.0
