,2024.SB.LSU,2024.SB.California,2024.SB.SouthernIll,2024.SB.JacksonSt
2024.SB.LSU,0.0,0.8090209400858976,0.3606495118917231,0.9810007033460848
2024.SB.California,0.1909790599141023,0.0,0.1172330160501111,0.9241615265211552
2024.SB.SouthernIll,0.6393504881082769,0.8827669839498888,0.0,0.98840307462398
2024.SB.JacksonSt,0.018999296653915178,0.07583847347884472,0.011596925376019964,0.0
